,item,rate,num_rate,num_sold,price
155,蝦皮優選老闆不賣了!含胸墊性感交叉大露背背心 短版吊帶背心 露背背心 內搭背心 外穿 女 打底背心 小可愛 內搭 上衣-杜達女孩,4.9,162,401,$125.00
156,蝦皮優選特價 吊帶背心 女生短版上衣 打底衫 2019夏季韓系性感短款純色背心女百搭無袖外穿修身顯瘦小吊帶 7色可選,5,61,214,$97.00
157,【批發價】現貨小清新雪紡小吊帶背心 女韓版時尚外穿無袖上衣 舒適學生內搭打底衫 現貨新款衣服 寬鬆大尺碼正韓女裝,5,18,47,$88.00
158,吊帶背心女 女生無袖背心 外穿內搭白色無袖t恤女 性感上衣黑色打底衫 運動背心 夏季女學生韓版外穿內穿無袖修身打底衫上衣,4.7,14,78,$45.00
159,【Silly優品】跑步健身無袖運動背心女外穿 美背性感聚攏瑜伽吊帶內衣,4.9,28,76,$348.00
160,無袖背心 平口背心 寬肩帶 休閒 素色 背心 小可愛 韓版ins復古小V領針織背心吊帶女設計款無袖上衣,4.9,48,140,$175.00
161,7色入 時尚 吊帶 細肩帶 無袖 素色 短版 性感 女生 背心 小可愛 性感短款純色背心女百搭無袖外穿修身小吊帶,4.8,53,165,$95.00
162,蝦皮優選★520現貨鋪★美背蕾絲內衣 日本無痕內衣女 無鋼圈背心 性感聚攏 睡眠內衣 胸墊可拆除 一片式設計 透氣孔,4.9,37,101,$85 - $89
163,蝦皮優選老闆不賣了!涼爽字母背心~街頭時尚百搭款寬鬆 吊帶背心 女 無袖 露肩上衣 印花背心 T恤 女 棒球上衣 上衣-杜達女孩,4.9,192,465,$175.00
164,【爆款性感】易穿脫運動文胸女跑步高強度防震內衣集中聚攏後四排搭扣可調節健身美背速乾瑜伽上衣背心可拆卸胸墊休閒運動服飾,4.8,13,70,$114.00
165,夏季涼感 細肩 純棉 莫代爾 緊身 超顯身材 超柔 內搭衣 防曝光 背心 女背心  小可愛 犯規 小清新 睡眠背心,5,10,49,$45 - $79
166,素色背心 基礎款 短版上衣 女生性感短款純色背心女 百搭無袖外穿修身顯瘦小吊帶 打底衫 細肩帶背心,5,138,401,$100.00
167,蝦皮優選現貨 超薄透氣產後束衣 輕薄塑衣燃脂無縫提臀 塑身衣女 塑腹集中性感吊帶美背內衣 收腹背心收腹束腰 瘦身衣連體內衣,4.9,657,"1,839",$219.00
168,女生套裝 兩件式套裝 長袖套裝 單件套裝 ins網紅秋裝韓版學生馬甲背心t恤高腰半身裙兩件套裝女韓版時尚百搭,4.7,224,541,$117 - $202
