,item,rate,num_rate,num_sold,price
144,【現貨十一款罩衫】度假風 防曬衫女純色中長款外搭度假蕾絲中長款長袖沙灘洋氣小衫超仙上衣 罩衫裙  蕾絲鏤空中長款薄款外套,5.0,7,19,$218
145,【HOT 本舖】雪衫防曬衣 防曬衫 外套 女 夏季新款 韓版 薄款外套 長袖 中長款 開衫 沙灘風 時尚百搭 寬鬆顯瘦,4.8,8,19,$109
146,蝦皮優選Miss Lulu🌿 正韓 薄外套 寬鬆復古休閒 女西裝上衣外套 新款韓版薄款中長款防曬短袖西裝女百搭寬松顯瘦上衣,5.0,6,16,$243
147,【 台灣現貨 馬上出 】【 M5883 】 (3色/均碼) 長袖針織 韓版慵懶修身顯瘦長袖針織外套V領單排扣長袖上衣女,4.9,64,109,$335
148,女生防曬外套 薄外套 透視外套 防曬衫 罩衫 長袖 百搭  韓妞必備 外搭薄款空調衫韓版防曬衫長袖v領針織開衫女上衣,4.8,100,252,$99
149,現貨✨百搭款~牛仔外套 大碼長袖 正韓上衣 牛仔上衣 素色 韓妞必備 中長款修身大碼牛仔襯衫女士長袖襯衣女外套,4.9,81,152,$299
150,蝦皮優選🍎 台灣現貨 小大碼 質感修身西裝外套 女 女生 西裝外套 口袋 扣子 搭正式外套  商務 工作 西外 小 大尺碼,4.9,249,497,$390
151,牛仔外套 正韓牛仔女裝 實拍主推短款牛仔上衣春秋韓版糖果色百搭修身長袖外套女夾克🍥Yesgirls🍓,4.8,18,34,$269
152,【滿299免運】韓版BF風男友風長袖襯衫 Chic條紋襯衫 寬鬆休閒百搭 條紋外套女 薄外套女 長版外套女 長袖上衣女,4.9,33,63,$219
153,[新品搶先] 外套 韓版薄款慵懶ins西裝外套女bf港風chic復古網紅格子西服,4.9,29,58,$221
154,【台灣現貨 限時免運】韓版 機車防曬衣 夏季騎車遮陽帽 薄款女 連帽防曬衣 戶外防曬遮臉 防紫外線 抗UV 外套 防曬衣,4.8,9,19,$179
155,[優質現貨]防曬衣 外套 寬鬆開衫雪紡飄逸仙氣白色罩衫 防曬薄外套  韓版中長款過膝蝙蝠袖白色防曬開衫女寬松休閑薄外套,4.9,212,431,$179
156,蝦皮優選洋裝 衬衫【現貨M-4XL】✨❤️正韓大码女装❤️️ 夏季新款韓版寬鬆bf襯衫女長袖襯衣雪紡開衫中長款薄款防曬衣外套,4.8,22,42,$169
157,🔥熱銷🔥ʀᴜsɪᴀ (♡ )韓版 質感霧面款 合身修身 短版皮衣外套 外套女,5.0,"2,311","4,015",$300 - $585
158,ins套裝 休閒套裝 韓版套裝 運動套裝 網紅ins套裝韓版寬松長袖外套闊腿長褲兩件套女運動潮套裝秋夏季,4.7,38,98,$271 - $295
159,外套 牛仔外套 韓國爆款 人氣爆款 短版牛仔外套 韓版復古韓版蝙蝠袖牛仔外套女短款百搭寬鬆bf夾克,4.9,153,348,$289
