,item,rate,num_product,num_sold,price
155,Ω衣枝獨袖Ω【30款】大碼純棉睡衣男士長袖開衫居家服全棉加大碼家居服套裝,8614,3292,174,$495.00
156,Ω衣枝獨袖Ω休閑韓版修身純棉青少年t恤男長袖T恤打底衫,8629,3291,174,$198.00
157,【珍珍的家】6件免運厚棉(深灰淺灰) 國綿圓領衛生衣 男國棉衛生褲 男圓領衛生衣 男長袖內衣 男保暖衣 男國棉衛生衣,7522,629,171,$99.00
158,JB 小妹專業衣廠 【SJ09】優質秋冬男女.素面長袖POLO衫 22色系 vivi  滿額免運,51804,430,170,$210.00
159,JB 專業衣廠【SJ09】優質秋冬男女 百搭素面長袖 POLO衫 多種顏色/尺碼/組合/滿額免運,51926,429,170,$210.00
160,【內褲林】國綿 ㊣老牌 圓領長袖衛生衣 (白807、鐵灰810、淺灰809)～國綿內衣|男衛生衣|國棉內衣,568,38,165,$80.00
161,CPMAX 商務純色長袖襯衫 硬挺修身 上班族 商務襯衫 素色襯衫 長袖襯衫 男士襯衫 修身襯衫 襯衫【B10】,23336,717,164,$199.00
162,【2020秋冬最新款】(3件免運)韓版 多款~男帽T~大學T 厚長T 長袖T恤 衛衣 連帽 套頭 上衣外套 衛衣外套,4922,593,164,$561 - $703
163,Adidas阿迪達斯大學T愛迪達男女款長袖休閒服,49,397,161,$600.00
164,Adidas阿迪達斯大學T愛迪達男女款長袖休閒服,49,396,160,$600.00
165,大尺碼襯衫 工作襯衫 男士長袖襯衫商務裝時尚休閒修身襯衣純色1306,946,3749,159,$350.00
166,台灣現貨 男上班襯衫 男長袖襯衫 男襯衫 商務襯衫 男韓版襯衫 男休閒襯衫 白色襯衫 薄款襯衫 免燙襯衫 【B02】,23338,717,159,$228.00
167,多彩多姿衣彩館~唐裝男長袖改良復古男士唐裝男絲綢雙面上衣外套S~XXXL五色預購價525,1411,323,156,$525.00
168,"【珍珍的家】6件免運厚棉(深灰,淺灰) 國綿衛生衣  國男圓領衛生衣 男長袖內衣 男保暖衣 男國棉衛生衣 809 810",7522,629,156,$99.00
169,☆衣林魔力屋☆(T201)3XL號下標區．基本款男女素面圓領長袖棉T☆滿額免運/17色,8603,445,156,$160.00
