,item,rate,num_product,num_sold,price
123,附發票* 送防塵塞【官方授權店】酷貝兒CoolBell防盜背包 安全防透氣/防水防滑設計防潑水背包 防盜包 現貨,7473,2419,1523,$750
124,男士双肩背包 USB充電背包 潮流背包 運動背包 休閒尼龍包 多功能背包 户外旅遊背包,230441,1305,1521,$560
125,鹿掛勾小側包 2017日韓新款/女包/手機包/休閒小方包/單肩包/斜背包/側包/麋鹿小包包/閨蜜 現貨 O63,5584,1603,1496,$140
126,《現貨快速出貨》豬鼻子防潑水大容量運動風格斜肩包/側背包/胸包/AC【b299】/漾服飾【50036】,11751,42,1481,$299
127,【當天出貨 買一送二】加厚高磅數帆布*正品滿江紅帆布包*高機能收納側背包腰包斜背包胸包男包書包【pk03】莎美帝SMT,13128,560,1477,$390
128,(OK棒)限時下殺 防水 慢跑腰包 證件包 運動腰包 防扒腰包 隱形腰包 隨身包  自行車背包登山 可裝5吋手機,13464,859,1477,$69
129,《BBD．黑鬍子》潮流布標字母大容量磁釦皮革設計．街頭率性自由後背包【F】【四色】【95010】,10350,1694,1472,$450
130,NBR瑜珈墊加長加厚款 183x61x1cm(厚) 送背包+綁帶 NBR瑜珈墊 超厚瑜珈墊 運動墊 野餐墊 遊戲墊 睡墊,5758,109,1467,$229
131,下殺MeiJieLuo【USB胸包】附USB線 韓系休閒男士側背包 男用斜背包 旅行充電接口單肩包 防潑水胸前包 前胸包,24488,1755,1450,$125
132,♛《國旗特區》世界各國小手搖旗 ► 背包客 出國留學 旅遊 探親 交換學生 球賽 啦啦隊加油必備,5958,167,1438,$50
133,Leos小舖【防水牛津尼龍夾口後背包】韓版繼承者全智賢側背包肩背手提書包千頌伊來自星星的你旅行包皮夾束口包後背包包,34554,163,1438,$250
134,★特價三天買一送2贈品組9029★頭層牛皮真皮瘋馬皮公事包筆電包手提包側背包公文包工廠直營NX200 UX250,5621,72,1426,$899 - $999
135,~排汗王~X-MAX束口背包~多功能~束口背袋~輕便~鞋袋~收納袋~抽繩雙肩包~運動袋~環保袋,25007,1387,1419,$59
136,【買一送一！日韓素面單肩側背】商務包 斜背包 單肩包 平板包包 斜挎包 休閒包 公事包 側背包 肩背包 男用包包 潮包,144111,694,1417,$398
137,前10限量下殺《限時買一送一!》USB充電背包斜背包側背包背包電腦包手拿包登山包書包多功能休閒行動電源【27-250】,18541,194,1406,$388
138,萬用防掉掛勾 鋁合金登山掛勾 葫蘆型掛鉤 金屬掛勾 背包掛勾 登山扣環 登山鉤 腰包掛鉤  登山扣 鑰匙扣【A084】,4230,401,1404,$20
139,【⬆️368購物】韓版AHONG大容量媽媽包後背包 手提包 收納 防水媽媽包 嬰兒包 防潑包 媽咪旅行包 待產包,1155,254,1394,$599
140,(買一送一)時尚潮男必備 帆布包高機能多口袋 斜背包側背包 防水包男包腰包胸包肩背包後背包皮包【pk01s】莎,13128,560,1380,$135
141,鹿掛勾小側包 2017日韓新款/女包/手機包/休閒小方包/單肩包/斜背包/側包/麋鹿小包包/閨蜜 現貨 O63,9635,1630,1355,$140
